label,Company,Seller,Delivery number,Delivery date,Wood species,Lumber quantity,Trunc diameter,Assortment,Size class,Length (m),Quality class,Import,National Trade,Certification,Storage Place
F1L633,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,fir,0,26,26,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L634,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L635,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,48,35,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L636,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,4,32,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L637,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L638,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L639,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,fir,0,17,21,Bloch,D2a,5,C,no,yes,no,fir Bloch
F1L640,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,1,02,51,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L641,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,37,31,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L642,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,1,27,57,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L643,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,26,26,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L644,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,fir,0,72,43,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L645,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,69,42,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L646,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,15,20,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L647,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,59,39,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L648,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L649,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,33,29,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L650,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L651,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,spruce,0,17,21,Bloch,D2a,5,B,no,yes,no,spruce Bloch
F1L652,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,72,43,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L653,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,larch,0,3,28,Bloch,D2b,5,C,no,yes,no,larch Bloch
F1L654,Sawmill Bioholz GmbH,forest1,83160,27-Feb-2024,fir,0,86,47,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L655,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,1,14,54,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L656,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L657,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,35,30,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L658,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L659,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,1,02,51,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L660,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,35,30,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L661,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L662,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L663,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,5,36,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L664,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,83,46,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L665,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,83,46,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L666,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,59,39,Bloch,D3b,5,C,no,yes,no,fir Bloch
F1L667,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L668,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,69,42,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L669,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L670,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,69,42,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L671,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,2,23,Bloch,D2a,5,C,no,yes,no,spruce Bloch
F1L672,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,37,31,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L673,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L674,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,35,30,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L675,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,83,46,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L676,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,62,40,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L677,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,33,29,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L678,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,4,32,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L679,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,1,14,54,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L680,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,24,25,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L681,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,0,53,37,Bloch,D3b,5,A,no,yes,no,larch Bloch
F1L682,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,2,23,Bloch,D2a,5,B,no,yes,no,fir Bloch
F1L683,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L684,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,1,06,52,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L685,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,spruce,2,2,53,Wertholz,D5,10,A,no,yes,no,spruce Wertholz
F1L686,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,fir,0,35,30,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L687,Sawmill Bioholz GmbH,forest1,18800,27-Feb-2024,larch,1,45,43,Wertholz,D4,10,A,no,yes,no,larch Wertholz
F1L688,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,1,69,52,Wertholz,D5,8,A,no,yes,no,spruce Wertholz
F1L689,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,48,35,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L690,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,53,37,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L691,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L692,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,0,26,26,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L693,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,83,46,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L694,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,76,44,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L695,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,59,39,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L696,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,1,41,60,Bloch,D6,5,C,no,yes,no,larch Bloch
F1L697,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,45,34,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L698,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,72,43,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L699,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L700,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,0,66,41,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L701,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,48,35,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L702,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,33,29,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L703,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L704,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L705,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L706,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L707,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,1,1,53,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L708,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L709,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,24,25,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L710,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,1,32,58,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L711,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,1,27,57,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L712,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,98,50,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L713,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,3,28,Bloch,D2b,5,B,no,yes,no,larch Bloch
F1L714,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,fir,0,69,42,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L715,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,86,47,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L716,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,spruce,0,83,46,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L717,Sawmill Bioholz GmbH,forest1,47480,28-Feb-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L718,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,0,56,38,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L719,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L720,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L721,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,79,45,Wertholz,D4,5,A,no,yes,no,spruce Wertholz
F1L722,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,33,29,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L723,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L724,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,0,76,44,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L725,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,5,36,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L726,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L727,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,62,40,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L728,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L729,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L730,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,62,40,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L731,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L732,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,24,25,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L733,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,1,65,65,Bloch,D6,5,C,no,yes,no,larch Bloch
F1L734,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,72,43,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L735,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,5,36,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L736,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,0,9,48,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L737,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L738,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,48,35,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L739,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,98,50,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L740,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,86,47,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L741,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,0,76,44,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L742,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L743,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L744,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,1,02,51,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L745,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,0,48,35,Bloch,D3b,5,A,no,yes,no,spruce Bloch
F1L746,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,fir,0,69,42,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L747,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,spruce,1,06,52,Bloch,D5,5,C,no,yes,no,spruce Bloch
F1L748,Sawmill Bioholz GmbH,forest1,18220,28-Feb-2024,larch,1,23,56,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L749,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,1,27,52,Wertholz,D5,6,A,no,yes,no,larch Wertholz
F1L750,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,45,34,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L751,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,62,40,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L752,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,45,34,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L753,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,1,57,50,Wertholz,D5,8,A,no,yes,no,larch Wertholz
F1L754,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,0,69,42,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L755,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,98,50,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L756,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,53,37,Bloch,D3b,5,B,no,yes,no,spruce Bloch
F1L757,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L758,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,56,38,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L759,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,35,30,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L760,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,0,66,41,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L761,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,0,83,46,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L762,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,42,33,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L763,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,22,24,Bloch,D2a,5,C,no,yes,no,spruce Bloch
F1L764,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,0,42,33,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L765,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,24,25,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L766,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,76,44,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L767,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,1,02,51,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L768,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,22,24,Bloch,D2a,5,C,no,yes,no,fir Bloch
F1L769,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,9,48,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L770,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,1,32,58,Bloch,D5,5,C,no,yes,no,fir Bloch
F1L771,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,98,50,Bloch,D5,5,B,no,yes,no,spruce Bloch
F1L772,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,1,32,58,Bloch,D5,5,B,no,yes,no,larch Bloch
F1L773,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,45,34,Bloch,D3a,5,C,no,yes,no,fir Bloch
F1L774,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,45,34,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L775,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,69,42,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L776,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L777,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,larch,0,62,40,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L778,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,fir,0,5,36,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L779,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,45,34,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L780,Sawmill Bioholz GmbH,forest1,6130,29-Feb-2024,spruce,0,9,48,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L781,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,1,41,60,Bloch,D6,5,B,no,yes,no,spruce Bloch
F1L782,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L783,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,33,29,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L784,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L785,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,42,33,Bloch,D3a,5,A,no,yes,no,larch Bloch
F1L786,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,22,24,Bloch,D2a,5,B,no,yes,no,larch Bloch
F1L787,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,9,48,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L788,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,94,49,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L789,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,59,39,Bloch,D3b,5,C,no,yes,no,spruce Bloch
F1L790,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,66,41,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L791,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,45,34,Bloch,D3a,5,C,no,yes,no,larch Bloch
F1L792,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,66,41,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L793,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,1,02,51,Bloch,D5,5,B,no,yes,no,fir Bloch
F1L794,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,59,39,Bloch,D3b,5,B,no,yes,no,larch Bloch
F1L795,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,98,50,Bloch,D5,5,C,no,yes,no,larch Bloch
F1L796,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,24,25,Bloch,D2b,5,B,no,yes,no,fir Bloch
F1L797,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,1,43,45,Wertholz,D4,9,A,no,yes,no,spruce Wertholz
F1L798,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L799,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,94,49,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L800,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,9,48,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L801,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,42,33,Bloch,D3a,5,B,no,yes,no,fir Bloch
F1L802,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,76,44,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L803,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,79,45,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L804,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,3,28,Bloch,D2b,5,C,no,yes,no,fir Bloch
F1L805,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,4,32,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L806,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,53,37,Bloch,D3b,5,C,no,yes,no,larch Bloch
F1L807,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,2,12,52,Wertholz,D5,10,A,no,yes,no,larch Wertholz
F1L808,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,larch,0,86,47,Bloch,D4,5,B,no,yes,no,larch Bloch
F1L809,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,spruce,0,79,45,Bloch,D4,5,B,no,yes,no,spruce Bloch
F1L810,Sawmill Bioholz GmbH,forest1,73450,01-Mar-2024,fir,0,53,37,Bloch,D3b,5,B,no,yes,no,fir Bloch
F1L811,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,28,27,Bloch,D2b,5,B,no,yes,no,spruce Bloch
F1L812,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,larch,0,37,31,Bloch,D3a,5,B,no,yes,no,larch Bloch
F1L813,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L814,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,larch,0,66,41,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L815,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,45,34,Bloch,D3a,5,B,no,yes,no,spruce Bloch
F1L816,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,42,33,Bloch,D3a,5,C,no,yes,no,spruce Bloch
F1L817,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,79,45,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L818,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,larch,0,72,43,Bloch,D4,5,C,no,yes,no,larch Bloch
F1L819,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,fir,0,28,27,Bloch,D2b,5,A,no,yes,no,fir Bloch
F1L820,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,83,46,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L821,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,spruce,0,69,42,Bloch,D4,5,C,no,yes,no,spruce Bloch
F1L822,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,fir,0,69,42,Bloch,D4,5,C,no,yes,no,fir Bloch
F1L823,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,fir,0,86,47,Bloch,D4,5,B,no,yes,no,fir Bloch
F1L824,Sawmill Bioholz GmbH,forest1,40490,01-Mar-2024,larch,0,5,36,Bloch,D3b,5,C,no,yes,no,larch Bloch
