label,Company,Country,Federal state,Municipality,Side,Wood species,Harvesting date,GPS coordinate lat,GPS coordinate long,Trunc diameter,Size class,Quality class,Assortment,Length,Lumber quantity,Moon phase,Date of Sale,Customer,Export,National Trade,Certification,Loading point (GPS lat),Loading point (GPS long)
F1L1,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/1/24 0:00,46.828579,12.982120,34,D3a,B,Bloch,5,0.45,full moon,,sawmill,no,yes,no,46.840642,12.941741
F1L497,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/14/24 0:00,46.838658,12.942894,41,D4,B,Bloch,5,0,66,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L498,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/14/24 0:00,46.855223,12.980970,35,D3b,C,Bloch,5,0,48,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L499,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/14/24 0:00,46.831842,12.974756,66,D6,C,Bloch,5,1,71,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L500,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/14/24 0:00,46.847773,12.986568,29,D2b,B,Bloch,5,0,33,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L501,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.833107,12.958077,28,D2b,B,Bloch,5,0,3,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L502,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/15/24 0:00,46.845874,12.993652,47,D4,C,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L503,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.820034,12.952205,35,D3b,A,Bloch,5,0,48,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L504,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/15/24 0:00,46.835860,12.948855,57,D5,B,Bloch,5,1,27,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L505,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.828523,12.962249,33,D3a,C,Bloch,5,0,42,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L506,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.818635,12.966504,41,D4,C,Bloch,5,0,66,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L507,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.834082,12.969355,20,D2a,B,Bloch,5,0,15,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L508,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.825422,12.995098,49,D4,C,Bloch,5,0,94,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L509,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.816586,12.995813,31,D3a,B,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L510,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.822973,12.966606,31,D3a,B,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L511,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.843375,12.968972,30,D3a,B,Bloch,5,0,35,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L512,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/15/24 0:00,46.837372,12.988609,25,D2b,C,Bloch,5,0,24,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L513,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.849693,12.950131,34,D3a,B,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L514,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.826592,12.954475,65,D6,B,Bloch,5,1,65,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L515,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.855654,12.974267,35,D3b,C,Bloch,5,0,48,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L516,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.837437,12.967118,40,D4,C,Bloch,5,0,62,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L517,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.816888,12.988229,32,D3a,C,Bloch,5,0,4,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L518,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.823018,12.942381,42,D4,C,Bloch,5,0,69,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L519,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.844763,12.961853,47,D4,C,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L520,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.843432,12.945371,43,D4,C,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L521,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.847734,12.995217,53,D5,C,Bloch,5,1,1,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L522,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.815980,12.984221,63,D6,B,Bloch,5,1,55,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L523,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.833333,12.970170,49,D4,B,Bloch,5,0,94,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L524,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.849149,12.983467,29,D2b,C,Bloch,5,0,33,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L525,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/15/24 0:00,46.832298,12.966365,39,D3b,C,Bloch,5,0,59,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L526,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.837203,12.939589,51,D5,C,Bloch,5,1,02,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L527,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.843837,12.972704,40,D4,B,Bloch,5,0,62,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L528,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.840936,12.963064,45,D4,C,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L529,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.835099,12.944801,56,D5,C,Bloch,5,1,23,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L530,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.838629,12.971618,37,D3b,C,Bloch,5,0,53,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L531,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.832393,12.960133,31,D3a,B,Bloch,5,0,37,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L532,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.823965,12.956431,39,D3b,B,Bloch,5,0,59,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L533,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.819509,12.961511,42,D4,C,Bloch,5,0,69,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L534,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.833485,12.972370,34,D3a,C,Bloch,5,0,45,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L535,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.842070,12.983358,57,D5,C,Bloch,5,1,27,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L536,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/15/24 0:00,46.840423,12.976553,43,D4,B,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L537,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/15/24 0:00,46.854604,12.986825,45,D4,C,Bloch,5,0,79,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L538,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/15/24 0:00,46.816954,12.964210,40,D4,C,Bloch,5,0,62,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L539,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/15/24 0:00,46.846816,12.961639,43,D4,C,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L540,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.843367,12.970753,33,D3a,A,Bloch,5,0,42,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L541,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.852632,12.991059,47,D4,C,Bloch,5,0,86,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L542,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.846363,12.942056,29,D2b,C,Bloch,5,0,33,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L543,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/15/24 0:00,46.825050,12.959905,43,D4,B,Bloch,5,0,72,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L544,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/15/24 0:00,46.851784,12.962689,68,D6,C,Bloch,5,1,81,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L545,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.822002,12.960313,44,D4,B,Bloch,5,0,76,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L546,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.849663,12.963449,38,D3b,A,Bloch,5,0,56,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L547,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.815568,12.975163,46,D4,B,Bloch,5,0,83,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L548,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.816393,12.984758,54,D5,B,Bloch,5,1,14,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L549,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/15/24 0:00,46.830586,12.962184,55,D5,C,Bloch,5,1,18,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L550,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/15/24 0:00,46.841299,12.969231,32,D3a,C,Bloch,5,0,4,new moon,,sawmill,no,yes,no,46.840642,12.941741
F1L551,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.835709,12.941344,38,D3b,C,Bloch,5,0,56,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L552,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.818435,12.973628,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L553,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.847072,12.952287,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L554,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.834174,12.957077,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L555,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/16/24 0:00,46.823821,12.998023,27,D2b,B,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L556,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/16/24 0:00,46.834322,12.994092,46,D4,B,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L557,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.854669,12.954947,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L558,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.852480,12.947888,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L559,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.832691,12.947868,47,D4,C,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L560,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.822220,12.946992,41,D4,B,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L561,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.822479,12.944335,39,D3b,C,Bloch,5,0,59,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L562,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.837865,12.981750,37,D3b,B,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L563,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.851448,12.990037,46,D4,B,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L564,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.823008,12.972451,23,D2a,C,Bloch,5,0,2,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L565,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.816276,12.964408,34,D3a,C,Bloch,5,0,45,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L566,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.831085,12.986333,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L567,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.816604,12.979329,34,D3a,B,Bloch,5,0,45,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L568,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/16/24 0:00,46.825806,12.951709,24,D2a,C,Bloch,5,0,22,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L569,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.840725,12.960637,37,D3b,A,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L570,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.855890,12.988364,41,D4,C,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L571,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.822596,12.992781,49,D4,C,Bloch,5,0,94,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L572,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.855295,12.978929,53,D5,B,Bloch,5,1,1,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L573,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.843743,12.997521,42,D4,A,Wertholz,6,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L574,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.828523,12.966752,26,D2b,B,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L575,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.820465,12.977825,22,D2a,C,Bloch,5,0,19,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L576,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.845343,12.987215,38,D3b,C,Bloch,5,0,56,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L577,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.855507,12.973888,51,D5,C,Bloch,5,1,02,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L578,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/16/24 0:00,46.847015,12.942413,44,D4,C,Bloch,5,0,76,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L579,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.831831,12.942462,48,D4,B,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L580,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.851927,12.996874,43,D4,B,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L581,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.845745,12.986657,45,D4,C,Bloch,5,0,79,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L582,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.831289,12.975747,27,D2b,A,Bloch,5,0,28,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L583,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.849648,12.954888,46,D4,B,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L584,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.845761,12.939472,37,D3b,C,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L585,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.842193,12.945221,42,D4,B,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L586,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.825789,12.945619,26,D2b,B,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L587,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.828967,12.975103,49,D4,B,Bloch,5,0,94,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L588,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/16/24 0:00,46.837079,12.949610,61,D6,C,Bloch,5,1,46,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L589,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.826454,12.971205,29,D2b,C,Bloch,5,0,33,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L590,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.829862,12.973035,41,D4,B,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L591,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.844313,12.952887,57,D5,C,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L592,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.855162,12.954073,30,D3a,B,Bloch,5,0,35,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L593,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.845643,12.948747,34,D3a,B,Bloch,5,0,45,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L594,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/16/24 0:00,46.824355,12.951583,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L595,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/16/24 0:00,46.851840,12.969447,35,D3b,C,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L596,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/16/24 0:00,46.822970,12.966330,35,D3b,C,Bloch,5,0,48,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L597,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/16/24 0:00,46.851536,12.939934,57,D5,C,Bloch,5,1,27,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L598,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/16/24 0:00,46.823742,12.976832,37,D3b,B,Bloch,5,0,53,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L599,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.836610,12.948007,46,D4,B,Bloch,5,0,83,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L600,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/16/24 0:00,46.821285,12.942444,26,D2b,C,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L601,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/19/24 0:00,46.854929,12.939409,50,D5,C,Bloch,5,0,98,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L602,forest1,austria,carinthia,9833 Rangersdorf,shadow side,spruce,2/19/24 0:00,46.851969,12.939815,48,D4,C,Bloch,5,0,9,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L603,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.833827,12.955070,36,D3b,B,Bloch,5,0,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L604,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/19/24 0:00,46.845861,12.981613,42,D4,B,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L605,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.823301,12.984641,59,D5,C,Bloch,5,1,36,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L606,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/19/24 0:00,46.855110,12.940025,53,D5,B,Bloch,5,1,1,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L607,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.835799,12.966458,33,D3a,B,Bloch,5,0,42,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L608,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.822970,12.985419,32,D3a,C,Bloch,5,0,4,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L609,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/19/24 0:00,46.852296,12.959021,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L610,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/19/24 0:00,46.824080,12.984700,62,D6,B,Bloch,5,1,5,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L611,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/19/24 0:00,46.826003,12.963845,40,D4,B,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L612,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/19/24 0:00,46.823206,12.990724,42,D4,B,Bloch,5,0,69,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L613,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/19/24 0:00,46.845482,12.986430,50,D5,C,Bloch,5,0,98,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L614,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/19/24 0:00,46.842395,12.976097,40,D4,C,Bloch,5,0,62,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L615,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.848535,12.975766,24,D2a,B,Bloch,5,0,22,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L616,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/19/24 0:00,46.833927,12.967686,52,D5,C,Bloch,5,1,06,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L617,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.836994,12.962499,41,D4,B,Bloch,5,0,66,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L618,forest1,austria,carinthia,9833 Rangersdorf,shadow side,fir,2/19/24 0:00,46.846158,12.968547,22,D2a,C,Bloch,5,0,19,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L619,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/19/24 0:00,46.822075,12.997097,55,D5,C,Bloch,5,1,18,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L620,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/19/24 0:00,46.820889,12.943072,45,D4,A,Wertholz,7,1,11,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L621,forest1,austria,carinthia,9833 Rangersdorf,sun side,spruce,2/19/24 0:00,46.851757,12.946604,43,D4,B,Bloch,5,0,72,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L622,forest1,austria,carinthia,9833 Rangersdorf,sun side,fir,2/19/24 0:00,46.842146,12.983978,32,D3a,B,Bloch,5,0,4,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L623,forest1,austria,carinthia,9833 Rangersdorf,shadow side,larch,2/19/24 0:00,46.856302,12.987422,26,D2b,B,Bloch,5,0,26,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L624,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/19/24 0:00,46.828851,12.951058,55,D5,B,Bloch,5,1,18,first quarter,,sawmill,no,yes,no,46.840642,12.941741
F1L625,forest1,austria,carinthia,9833 Rangersdorf,sun side,larch,2/19/24 0:00,46.846125,12.997177,47,D4,B,Bloch,5,0,86,first quarter,,sawmill,no,yes,no,46.840642,12.941741
